nomes;idade;cidade;estado;cpf;cnpj;cpfStatus;cnpjStatus
Katie Perkins Jr.;70;ABADIADOSDOURADOS;MG;05633014901;85459187717019;True;True
Dana Brown Jr.;73;GUACLARA;MS;37008382200;18169880860296;True;True
John Arroyo Jr.;55;ACORIZAL;MT;01172694680;08977966104306;True;True
Michael Sandoval DDS;24;ABAETETUBA;PA;35699021299;93917061234434;True;True
Catherine Phillips MD DDS;23;GUABRANCA;PB;11322705534;51831050587730;True;True
Matthew Sullivan DDS;53;ABREUELIMA;PE;58526405144;00854510170714;True;True
Daniel Davis PhD;83;ACAU;PI;01564347338;68360020928614;True;True
Michelle Moore DVM;55;ABATI;PR;03994507774;84017755702037;True;True
Christina Mullen MD;22;ANGRADOSREIS;RJ;96691455894;62621154162565;True;True
Jeremy Robinson MD;24;ACARI;RN;06416506807;66746827140080;True;True
Mackenzie Bradford IV;32;ALTAFLORESTADOESTE;RO;51643073087;06549702696142;True;True
April Berger MD;22;AMAJARI;RR;98332585309;25165692924679;True;True
Christine Mcmillan Jr.;20;ACEGU;RS;13083183836;63114560900856;True;True
Joseph Carr PhD;43;ABDONBATISTA;SC;76138450523;12143677580300;True;True
Tammy Frazier DDS;24;AMPARODESOFRANCISCO;SE;86428792206;93373653082314;True;True
Anthony Thompson MD;86;ADAMANTINA;SP;69241464810;90628836047434;True;True
Matthew Davis DDS;48;ABREULNDIA;TO;41253539995;37832532352638;True;True
James Robertson MD;44;ACRELNDIA;AC;60776767801;74290549430379;True;True
Henry Shelton DDS;18;GUABRANCA;AL;02547218429;67307696976651;True;True
Sara Mccall MD;48;ALVARES;AM;34900704105;99128711894457;True;True
Dawn Zamora MD;45;SERRADONAVIO;AP;17419119740;77628114544040;True;True
Rebecca Griffin DDS;53;ABARA;BA;64093030170;66123656310052;True;True
Candice Hensley PhD;54;ABAIARA;CE;08131261263;97801390278929;True;True
Emily Juarez PhD;79;Braslia;DF;65551279880;86179737457503;True;True
Erik Zamora PhD;72;AFONSOCLUDIO;ES;85637214700;06182911946067;True;True
Ashley Miller MD;23;ABADIADEGOIS;GO;86331049207;41835267963685;True;True
Trevor Ortiz MD;30;AAILNDIA;MA;89117658640;39771425160501;True;True
Nathan Frazier DDS;50;ABADIADOSDOURADOS;MG;13424515116;85000754448316;True;True
Tiffany Matthews DDS;36;GUACLARA;MS;76296309309;65795429100707;True;True
Brittany Adams MD;68;ACORIZAL;MT;59880613708;26194104358480;True;True
Veronica Salas MD;47;ABAETETUBA;PA;49355934823;30486010999163;True;True
Cynthia Harvey DVM;34;GUABRANCA;PB;38770352216;14870532304061;True;True
Barbara Erickson MD;90;ABREUELIMA;PE;44761698489;43503684907748;True;True
Justin Alvarez PhD;45;ACAU;PI;75561286285;61990302612187;True;True
Kayla Gonzales Jr.;40;ABATI;PR;59535409069;25596193481890;True;True
Maria Young MD;52;ANGRADOSREIS;RJ;13571342828;81142841873643;True;True
Stacy Moore PhD;79;ACARI;RN;59614833637;65158432317964;True;True
Julie Johnson MD;34;ALTAFLORESTADOESTE;RO;83142420630;80588598476549;True;True
Robert Faulkner DVM;64;AMAJARI;RR;37240820882;04325647494805;True;True
Kevin Flores III;21;ACEGU;RS;46756745506;27322237678281;True;True
Rachel Hart MD;36;ABDONBATISTA;SC;77200874027;00448723936765;True;True
Matthew Phillips DVM;32;AMPARODESOFRANCISCO;SE;58234393340;68624411027804;True;True
Erica Hernandez PhD;85;ADAMANTINA;SP;46825628941;80775237068810;True;True
Karina Kirby PhD;32;ABREULNDIA;TO;95684569706;97358892968273;True;True
Gary Ruiz Jr.;56;ACRELNDIA;AC;13067510801;82980900614784;True;True
Austin Murray DVM;58;GUABRANCA;AL;50760206600;80085413383062;True;True
Jennifer Johnson Jr.;46;ALVARES;AM;17261308781;25433929516379;True;True
Carol Powers DDS;49;SERRADONAVIO;AP;17537769702;57414105584696;True;True
Michael Sanchez DDS;73;ABARA;BA;08307792215;34200546345865;True;True
Megan Mueller PhD;54;ABAIARA;CE;45179987890;21971246577534;True;True
Leah Rosales DDS Jr.;38;Braslia;DF;16176589282;21786808101818;True;True
Paige Stephens DVM;89;AFONSOCLUDIO;ES;01224553047;60815734692524;True;True
Carly Higgins DVM;70;ABADIADEGOIS;GO;26837151886;54516480600360;True;True
Jose Cooper III;77;AAILNDIA;MA;14243766452;04543192733807;True;True
Elizabeth Mcdonald MD;49;ABADIADOSDOURADOS;MG;88389417774;70947689424340;True;True
Tiffany Hale Jr.;37;GUACLARA;MS;40618121579;17734803993660;True;True
Joshua Gray MD;31;ACORIZAL;MT;67146943852;90709855975856;True;True
Samantha Taylor MD;41;ABAETETUBA;PA;75330079640;11323150871021;True;True
Andrew Baker DVM;69;GUABRANCA;PB;13138350569;09664604505497;True;True
William Rose DDS;79;ABREUELIMA;PE;22255688719;71022163490536;True;True
Kathryn Gardner DVM;28;ACAU;PI;69671105270;59864352783736;True;True
Brooke Rodriguez II;36;ABATI;PR;11596742640;40850010637163;True;True
James Burns DDS;23;ANGRADOSREIS;RJ;68925554704;15188794350110;True;True
Christopher Wise PhD;47;ACARI;RN;32965196293;20266581397244;True;True
Kimberly Becker PhD;32;ALTAFLORESTADOESTE;RO;39993412465;65779190319627;True;True
Kelly Hodges PhD;27;AMAJARI;RR;93196414639;01798154727661;True;True
Alison Gonzalez Jr.;79;ACEGU;RS;50604427301;43711225440720;True;True
Michael Hernandez DDS;87;ABDONBATISTA;SC;38622568474;63561208786390;True;True
Mindy Warren DDS;20;AMPARODESOFRANCISCO;SE;32872138650;31549519614210;True;True
Andrew Wagner DDS;30;ADAMANTINA;SP;11736118781;30018239815030;True;True
Allison Thomas Jr.;32;ABREULNDIA;TO;25441149167;31100305078556;True;True
Aaron Garcia MD;46;ACRELNDIA;AC;40047994223;10961746524459;True;True
Steve Jordan MD;90;GUABRANCA;AL;86474602600;13524984301356;True;True
Jake Gomez DDS;55;ALVARES;AM;82682323669;93000828183454;True;True
James Robbins MD;33;SERRADONAVIO;AP;61340329999;63186093813047;True;True
Tamara Levy DDS;29;ABARA;BA;97084189513;59177567361108;True;True
Matthew Jones III;57;ABAIARA;CE;47523870503;90520046636690;True;True
Charles Goodwin PhD;90;Braslia;DF;33865700381;47336951397903;True;True
Stephanie Jacobs MD;39;AFONSOCLUDIO;ES;93505322474;47752374741640;True;True
Ashley Clark MD;68;ABADIADEGOIS;GO;07502948090;55546373119712;True;True
Erin Herrera Jr.;22;AAILNDIA;MA;70918716349;89189097098357;True;True
Angel Roth MD;55;ABADIADOSDOURADOS;MG;35672821820;15096725135294;True;True
David Wood MD;89;GUACLARA;MS;27971528086;12749282030525;True;True
Darrell Maldonado MD;41;ACORIZAL;MT;36707585347;78678745005756;True;True
Neil Shelton MD;58;ABAETETUBA;PA;95551097455;71017337364356;True;True
Antonio Bright PhD;51;GUABRANCA;PB;95342692474;35631818486901;True;True
Leslie Sweeney PhD;77;ABREUELIMA;PE;49411896391;02351682192699;True;True
Christy Sanchez MD;53;ACAU;PI;29052350710;18027247897183;True;True
Tracey Lee DDS;59;ABATI;PR;65028592403;12409636705549;True;True
Monica Carr MD;83;ANGRADOSREIS;RJ;34811157257;11202041197037;True;True
Maria Watson DDS;37;ACARI;RN;11932823220;80599307129982;True;True
Albert Goodman MD;64;ALTAFLORESTADOESTE;RO;31596125624;62348578040575;True;True
Danielle Ashley DVM;82;AMAJARI;RR;09559126601;85363146821190;True;True
Tina Shelton MD;83;ACEGU;RS;71801697574;57096016793213;True;True
Jeffrey Jacobs DVM;36;ABDONBATISTA;SC;89067762415;68269811658318;True;True
Brian Burns MD;77;AMPARODESOFRANCISCO;SE;49206688480;57179164109660;True;True
Robin Nguyen MD;56;ADAMANTINA;SP;95399623749;79432297538165;True;True
Yolanda Morrison MD;33;ABREULNDIA;TO;16486182946;26111210388602;True;True
Andrea Dunlap IV;51;ACRELNDIA;AC;58619184300;33680055397006;True;True
Ashley Wallace MD;85;GUABRANCA;AL;70518894517;50378975805809;True;True
Molly Cunningham DDS;64;ALVARES;AM;25871079547;36979183598880;True;True
William Wheeler DVM;58;SERRADONAVIO;AP;64642453768;15784683190978;True;True
Patricia Peterson PhD;74;ABARA;BA;98404889104;97910660652726;True;True
Paul Butler DDS;87;ABAIARA;CE;51851519866;27345095332304;True;True
Jacob Williams MD;34;Braslia;DF;14058974303;22838457006305;True;True
Ronald Bird DDS;74;AFONSOCLUDIO;ES;19400932952;07621660081112;True;True
Julie Smith DVM;72;ABADIADEGOIS;GO;95147356339;47504093092335;True;True
Victoria Garcia DDS;30;AAILNDIA;MA;18672162722;26100015890200;True;True
Eugene Carlson DDS;30;ABADIADOSDOURADOS;MG;44783900370;28171815929801;True;True
Sonya Hart DDS;77;GUACLARA;MS;40480573670;74481821135568;True;True
Dr. Beverly Contreras MD;19;ACORIZAL;MT;26848307386;51018512351504;True;True
Eric Armstrong Jr.;57;ABAETETUBA;PA;80050745220;54819314587132;True;True
Pamela Hampton Jr.;34;GUABRANCA;PB;40623089327;89434066583441;True;True
Nathan Barnes DDS;87;ABREUELIMA;PE;25716872476;92370128637511;True;True
Michelle Brock MD;29;ACAU;PI;94687633234;33711380825074;True;True
Anthony Villarreal DVM;20;ABATI;PR;33447829753;54785545450207;True;True
Pamela Rocha DVM;71;ANGRADOSREIS;RJ;81853388173;50410899738570;True;True
Ashley Robertson PhD;81;ACARI;RN;13662851741;06198736640428;True;True
Timothy Noble DDS;57;ALTAFLORESTADOESTE;RO;08737985540;86789486321849;True;True
Mr. James Brown DDS;85;AMAJARI;RR;96932303299;15568495503030;True;True
Jennifer Juarez DDS;35;ACEGU;RS;75692987210;53515223800278;True;True
Michael Hall MD;23;ABDONBATISTA;SC;78978476406;49062415016344;True;True
Christine Owens DDS;29;AMPARODESOFRANCISCO;SE;25727363144;14053409965542;True;True
Julie Drake Jr.;25;ADAMANTINA;SP;11782260935;08024360901957;True;True
Michele Martinez MD;81;ABREULNDIA;TO;70361265158;02402906433439;True;True
Kenneth Sheppard DDS;30;ACRELNDIA;AC;13493761910;35161531468983;True;True
James Khan MD;68;GUABRANCA;AL;62032232120;09252014762778;True;True
Dr. Courtney Holmes DVM;57;ALVARES;AM;44902952009;00486844343806;True;True
Patricia Clark DDS;74;SERRADONAVIO;AP;86009058422;43827758049541;True;True
Lauren Williams MD;47;ABARA;BA;73648992783;96962400117267;True;True
Diana Griffith DDS;80;ABAIARA;CE;67221291950;83797804957290;True;True
Andrew Williams MD;80;Braslia;DF;28968075948;45389790805690;True;True
Beverly Walters DDS;37;AFONSOCLUDIO;ES;26888429784;35019707287580;True;True
Audrey Lee DVM;20;ABADIADEGOIS;GO;12872652515;39901225694300;True;True
Gregory Smith MD;34;AAILNDIA;MA;57125712266;49286188178586;True;True
Terry Cain MD;52;ABADIADOSDOURADOS;MG;83020250200;92131825901802;True;True
Carlos Roth PhD;80;GUACLARA;MS;51918871825;87493751184632;True;True
Kristy Miller MD;46;ACORIZAL;MT;73459363177;33116812291967;True;True
Scott Thomas DDS;30;ABAETETUBA;PA;98008522801;28251948434058;True;True
Mitchell Lee Jr.;45;GUABRANCA;PB;54703423367;14022212334040;True;True
Terry Jones DDS;59;ABREUELIMA;PE;68187377909;41643852597300;True;True
Mrs. Emily Thompson DVM;72;ACAU;PI;61227753985;64923259039131;True;True
Bridget Torres PhD;32;ABATI;PR;39074296130;78974274832492;True;True
Kristen Warren DVM;45;ANGRADOSREIS;RJ;35217428813;76518907567095;True;True
Matthew Delacruz MD;90;ACARI;RN;73618717040;70676271094370;True;True
Rachel Horn DDS;74;ALTAFLORESTADOESTE;RO;47289971701;65209616900377;True;True
Melanie Lopez Jr.;72;AMAJARI;RR;97786212256;86791990918189;True;True
Kimberly Watts MD;32;ACEGU;RS;94227463700;95543748177829;True;True
Jessica Cameron Jr.;64;ABDONBATISTA;SC;20392102021;71904179595242;True;True
Christopher Moore III;76;AMPARODESOFRANCISCO;SE;34666220771;85891818537840;True;True
Willie Cook Jr.;27;ADAMANTINA;SP;88328361906;78438371254750;True;True
Desiree Harris MD;74;ABREULNDIA;TO;93774970513;58108272327946;True;True
Morgan Smith DVM;24;ACRELNDIA;AC;19265647310;24491753572176;True;True
Rebecca Tapia PhD;48;GUABRANCA;AL;54725948713;95286903407629;True;True
Taylor Duarte MD;69;ALVARES;AM;74490406037;76476724355030;True;True
Kelly Reed DDS;44;SERRADONAVIO;AP;15933082724;35857830726085;True;True
Keith Murphy DVM;43;ABARA;BA;20966787811;83077992682593;True;True
Jack Williams MD;47;ABAIARA;CE;98899740100;83577411316721;True;True
Sheri Shelton MD;52;Braslia;DF;24718275601;76876330637725;True;True
Alvin Gibbs MD;69;AFONSOCLUDIO;ES;76769455269;68419769117373;True;True
Denise Lewis PhD;58;ABADIADEGOIS;GO;23605142290;84629094748254;True;True
Bryce Edwards II;26;AAILNDIA;MA;20035440627;04141267550818;True;True
Sean Baker MD;54;ABADIADOSDOURADOS;MG;40306642450;57982971115004;True;True
Sarah Ward MD;42;GUACLARA;MS;58599226045;20456326948082;True;True
Stacey Hardy DVM;26;ACORIZAL;MT;76519524565;12366444756750;True;True
Tiffany Everett MD;87;ABAETETUBA;PA;69643634590;30597539396379;True;True
Vanessa Conrad MD;34;GUABRANCA;PB;21641599936;14567548678854;True;True
Kimberly Scott DDS;36;ABREUELIMA;PE;66202624817;89295513562421;True;True
Jacqueline Taylor MD;58;ACAU;PI;71555451209;10864962392636;True;True
Jacqueline Armstrong MD;62;ABATI;PR;37059715142;87568939795073;True;True
Jesse Ramirez DVM;36;ANGRADOSREIS;RJ;77819168161;50118842781422;True;True
Joshua Hayes MD;73;ACARI;RN;81145359469;30523170011741;True;True
Brent Shaffer DDS;44;ALTAFLORESTADOESTE;RO;82763161740;81631272439401;True;True
Robert Medina DDS;54;AMAJARI;RR;16670141297;42999354028060;True;True
Dustin Nelson MD;26;ACEGU;RS;53252140209;63419454756747;True;True
John Rogers DDS;55;ABDONBATISTA;SC;57319472953;91859577079708;True;True
Michael Brock MD;64;AMPARODESOFRANCISCO;SE;68470284088;92926190232997;True;True
George Wilson MD;42;ADAMANTINA;SP;27983943687;99645165968131;True;True
Rodney Duncan MD;83;ABREULNDIA;TO;53985340684;58664224958764;True;True
Michael Mitchell MD;68;ACRELNDIA;AC;11134611870;09276311510789;True;True
Vanessa Gibson DVM;32;GUABRANCA;AL;08753359771;17417308559269;True;True
Nicholas English DDS;68;ALVARES;AM;46203527645;42762494095559;True;True
Catherine Trujillo MD;84;SERRADONAVIO;AP;92116430070;35525214160953;True;True
Emily Pearson MD;89;ABARA;BA;36591777253;74154360129705;True;True
Kenneth Taylor DDS;75;ABAIARA;CE;06266255219;29699068605850;True;True
Michael Johnson PhD;86;Braslia;DF;78651791119;93839278683782;True;True
Monica Garcia MD;45;AFONSOCLUDIO;ES;53423648686;24176367903137;True;True
Monica Hunt DDS;19;ABADIADEGOIS;GO;48745733120;86961620188900;True;True
Taylor Novak Jr.;21;AAILNDIA;MA;96629481984;45548820710280;True;True
Ashley Gilmore DDS;33;ABADIADOSDOURADOS;MG;20559510179;74468493582078;True;True
Tonya Garcia MD;42;GUACLARA;MS;18929105866;44300265712091;True;True
Samuel Jones DDS;86;ACORIZAL;MT;07304425512;86960081501641;True;True
Elizabeth Smith II;75;ABAETETUBA;PA;26676949610;22006719633531;True;True
Robert Mccullough II;46;GUABRANCA;PB;48000430851;37145669161940;True;True
Nancy Miller MD;33;ABREUELIMA;PE;23262660302;54763104425781;True;True
Christina Weber DVM;45;ACAU;PI;76226976993;34091693776748;True;True
Cory Fox DDS;61;ABATI;PR;55073242637;83925892161502;True;True
Michael Washington MD;49;ANGRADOSREIS;RJ;17921088422;45164387427706;True;True
Jeffrey Brown III;65;ACARI;RN;47540619341;05880711027907;True;True
Lynn Williamson MD;21;ALTAFLORESTADOESTE;RO;02419224701;10639115380661;True;True
Andrew Walsh Jr.;70;AMAJARI;RR;28369207006;62695218423392;True;True
Jessica Taylor DVM;59;ACEGU;RS;50695847902;97413227693708;True;True
Joseph Morris PhD;36;ABDONBATISTA;SC;11394560753;65680999336879;True;True
Annette Dixon Jr.;87;AMPARODESOFRANCISCO;SE;13088895184;49409118966177;True;True
Grant Wilson MD;58;ADAMANTINA;SP;29974645280;94442606246391;True;True
Lisa Avery PhD;50;ABREULNDIA;TO;57256751907;13193205722307;True;True
Melinda Davila Jr.;53;ACRELNDIA;AC;52937888259;24546287996205;True;True
Emily Andersen DDS;59;GUABRANCA;AL;53034834870;58614894928435;True;True
Jessica Brown MD;86;ALVARES;AM;16176835585;76358854782902;True;True
Jason Sanchez PhD;19;SERRADONAVIO;AP;43859030264;80345954116394;True;True
Ronald Hicks II;44;ABARA;BA;90844028045;85717195600501;True;True
Joseph Cooley MD;66;ABAIARA;CE;93951672544;27502509153424;True;True
Dr. Michael Campbell Jr. PhD;75;Braslia;DF;35978538204;53949399980899;True;True
Thomas Thomas PhD;68;AFONSOCLUDIO;ES;46704165100;21213323225640;True;True
Jerry Castillo MD;30;ABADIADEGOIS;GO;35242885700;54637942473436;True;True
Jodi Hall MD;68;AAILNDIA;MA;79846727097;26362552617483;True;True
Susan Cruz DDS;30;ABADIADOSDOURADOS;MG;05749378381;63920102736745;True;True
Jamie Smith MD;76;GUACLARA;MS;27310456556;98904987871719;True;True
Ashley Hernandez DVM;69;ACORIZAL;MT;11262976316;91401185236995;True;True
Bryan Smith Jr.;57;ABAETETUBA;PA;50267893744;62555257387819;True;True
Autumn Walker MD;88;GUABRANCA;PB;49285168698;42779285675000;True;True
Jeremiah Yang MD;81;ABREUELIMA;PE;79187738457;92407057970593;True;True
Christian Allen II;43;ACAU;PI;24362129294;21315941322558;True;True
Emily Miles DDS;90;ABATI;PR;71891388541;71191986158558;True;True
Eric Smith MD;37;ANGRADOSREIS;RJ;31056372303;88858009394020;True;True
Kenneth Medina MD;34;ACARI;RN;74158876460;82374015258602;True;True
Patricia Reilly MD;55;ALTAFLORESTADOESTE;RO;74616472459;38260505531953;True;True
Joel Davis Jr.;84;AMAJARI;RR;92623217246;96699737927810;True;True
Jeanette Zhang Jr.;62;ACEGU;RS;71854380710;53457966936300;True;True
Gregory Acosta MD;42;ABDONBATISTA;SC;51844195279;56811634202210;True;True
Katie Johnson DDS;30;AMPARODESOFRANCISCO;SE;90212366211;90685846114966;True;True
Nicholas Brewer DDS;56;ADAMANTINA;SP;73854874839;91120949199670;True;True
Michael Fitzgerald MD;39;ABREULNDIA;TO;90104747552;72097339100627;True;True
Joshua Benitez III;66;ACRELNDIA;AC;85157007604;41188506864247;True;True
Mrs. Kristina Blevins DVM DVM;18;GUABRANCA;AL;99559260669;94549384975817;True;True
Ruth Arias MD;71;ALVARES;AM;44509056443;13782007696353;True;True
Laura Madden Jr.;37;SERRADONAVIO;AP;16457042627;17970376495341;True;True
Kristen Williams MD;18;ABARA;BA;82556006986;62175270442886;True;True
Jose Hall III;24;ABAIARA;CE;43575790582;78383185424942;True;True
John Maxwell PhD;46;Braslia;DF;68667557196;31956217278134;True;True
Keith Christensen MD;84;AFONSOCLUDIO;ES;49262723423;62190891130004;True;True
Stephen Smith MD;57;ABADIADEGOIS;GO;10577118374;40077076617722;True;True
Jennifer Mclaughlin MD;50;AAILNDIA;MA;36445211402;39593861759898;True;True
Jessica Moore DDS;63;ABADIADOSDOURADOS;MG;56119914919;28764970571333;True;True
Cathy Schwartz DDS;82;GUACLARA;MS;06854229766;57139059790728;True;True
Nicole Butler MD;58;ACORIZAL;MT;56832700814;28013704921370;True;True
Ashley Gamble Jr.;51;ABAETETUBA;PA;87257121010;02885533877114;True;True
Nicholas Reynolds MD;42;GUABRANCA;PB;99460084915;98679819981793;True;True
Andre Bryant Jr.;73;ABREUELIMA;PE;82980681571;02719975127434;True;True
Bobby Wallace MD;65;ACAU;PI;99640492698;39346022147403;True;True
Nicholas Smith DVM;73;ABATI;PR;37328005041;50794575566863;True;True
Alexandra Floyd MD;83;ANGRADOSREIS;RJ;33009288697;58202745374030;True;True
Matthew Griffith MD;88;ACARI;RN;36408581900;98713168950317;True;True
Michael Stafford DDS;36;ALTAFLORESTADOESTE;RO;82004867027;71816465936002;True;True
Mikayla Poole DVM;66;AMAJARI;RR;67598789908;00791879563026;True;True
Mark Martinez DDS;89;ACEGU;RS;02023867916;92953760381933;True;True
Chad Ryan MD;66;ABDONBATISTA;SC;75569296123;89243957765101;True;True
Glenn Hammond II;36;AMPARODESOFRANCISCO;SE;53932980565;38348592631282;True;True
Justin Estrada MD;50;ADAMANTINA;SP;60684916410;08902391272141;True;True
Stacie Ford Jr.;22;ABREULNDIA;TO;31894720091;92831661176030;True;True
Marissa Velazquez DDS;23;ACRELNDIA;AC;36132401652;49978302895362;True;True
Gerald Rogers DDS;30;GUABRANCA;AL;04031755341;20519615914189;True;True
Kristin Robinson PhD PhD;78;ALVARES;AM;45550381699;52168654737885;True;True
Dr. Gene White II DVM;21;SERRADONAVIO;AP;12295763711;11899903797640;True;True
Jennifer Castaneda DVM;59;ABARA;BA;94946249044;08807435512210;True;True
Mark Guerra MD;58;ABAIARA;CE;93869807547;04264071548166;True;True
Holly Ross MD;58;Braslia;DF;85755308608;20602537676302;True;True
Connie Snow MD;30;AFONSOCLUDIO;ES;17590652938;83335313549880;True;True
Donald Park MD;85;ABADIADEGOIS;GO;22414427809;57602497734600;True;True
Dr. Micheal Taylor DVM Jr.;29;AAILNDIA;MA;12623470502;91790405122310;True;True
Seth Edwards DDS;37;ABADIADOSDOURADOS;MG;16036526040;52912325756265;True;True
Matthew Clay DVM;86;GUACLARA;MS;50808876139;62188650738037;True;True
Michael Stout DVM;59;ACORIZAL;MT;63733318811;44232826202706;True;True
Ruth Mclean PhD;49;ABAETETUBA;PA;26334113470;80190187319403;True;True
Kristin Gay MD;68;GUABRANCA;PB;56906450441;57482686167245;True;True
Michael Davis PhD;36;ABREUELIMA;PE;97739427160;63165567783736;True;True
Bianca Haynes PhD;30;ACAU;PI;58932802963;82262596709609;True;True
Jordan Patrick III;87;ABATI;PR;25221353253;73160879054628;True;True
Keith Patel DVM;75;ANGRADOSREIS;RJ;57323599903;34086896665243;True;True
